Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT13,OUT018,3343.0816700000014
FDE09,OUT046,1488.2094759999998
NCK53,OUT019,344.47160400000024
FDG45,OUT049,3792.822911999998
DRH15,OUT035,873.0036180000003
FDO21,OUT019,760.7297640000002
FDD14,OUT027,6132.577272000002
FDC09,OUT046,1585.2498260000004
FDH45,OUT027,833.5815999999999
FDV32,OUT046,1215.11829
FDG12,OUT035,2282.202607999999
FDS32,OUT013,1484.4144159999996
NCL55,OUT018,3611.9849740000004
DRE01,OUT035,4332.733448000001
DRE15,OUT049,1336.0741759999999
NCL42,OUT045,4335.1170120000015
FDP31,OUT013,1060.98559
FDN33,OUT018,957.4004259999996
FDZ59,OUT046,3130.511704
FDE45,OUT010,440.95934000000017
FDJ07,OUT013,1853.8934680000013
FDQ45,OUT018,2705.904411999999
FDM33,OUT027,5028.381262
FDO15,OUT010,168.84022200000004
FDM46,OUT013,1591.4550819999993
FDR03,OUT045,3600.9127199999984
FDY49,OUT018,2170.7010819999996
FDQ60,OUT045,1760.348568
FDW10,OUT049,2949.800268000001
FDO51,OUT049,744.7572220000005
FDJ40,OUT018,1365.2362160000014
FDS20,OUT018,2792.1654599999997
FDU45,OUT013,2436.8080260000006
FDV02,OUT035,2596.526788
FDN09,OUT046,4014.7939740000015
NCM55,OUT027,5453.155004
FDN23,OUT018,2396.567073999999
FDY31,OUT010,351.18286800000016
FDW03,OUT010,239.43499599999993
FDD14,OUT046,3004.828638000001
FDV23,OUT017,1536.493292
DRI03,OUT045,2913.7671720000008
FDN13,OUT035,1419.0128819999989
FDF45,OUT027,1503.7958540000013
FDU46,OUT035,1439.3663879999992
FDB57,OUT049,3308.353542
FDV12,OUT049,1941.0799780000002
FDQ58,OUT013,1705.7729420000014
NCA18,OUT017,1481.0720999999994
FDH52,OUT049,851.9243899999998
FDM24,OUT018,2568.5432140000007
NCP43,OUT027,4845.073205999998
NCO18,OUT019,429.02154599999994
FDM32,OUT017,1018.221256
NCL07,OUT017,645.2867019999998
FDK03,OUT013,4676.206352000001
FDP59,OUT017,1613.925832
FDQ24,OUT049,4393.627515999999
FDQ16,OUT018,1258.2821040000008
FDU44,OUT013,2390.468345999999
FDH28,OUT010,97.4331720000001
FDV28,OUT019,87.79904599999998
FDM22,OUT045,952.9728559999996
FDR56,OUT046,3016.253765999999
FDV39,OUT049,3204.3422659999987
FDU37,OUT019,199.42707399999992
FDQ11,OUT010,794.878646
FDX02,OUT045,4319.9301140000025
NCS42,OUT018,1369.4973359999994
FDY57,OUT027,2870.99618
FDB21,OUT049,3980.41872
FDE28,OUT017,3872.306115999999
FDQ55,OUT017,2339.6278580000007
FDA48,OUT049,3732.2750599999995
FDZ19,OUT045,2596.6266579999997
NCC43,OUT045,3646.360227999999
NCV18,OUT046,2105.579183999999
NCA42,OUT018,2942.6296020000004
FDY45,OUT046,3989.766551999999
NCC30,OUT045,2903.8467520000017
FDM57,OUT013,1400.4503779999995
FDL09,OUT010,442.5972079999999
FDB09,OUT027,3491.2488020000014
FDT44,OUT035,1814.1651820000002
NCT06,OUT027,4361.549271999999
FDX26,OUT049,4088.3915060000013
FDK32,OUT013,2708.3745300000005
DRA12,OUT046,2436.1954899999996
FDO46,OUT010,401.57061199999987
FDE52,OUT013,1266.4647859999993
NCH42,OUT045,3747.6616980000026
FDV08,OUT035,734.2309240000004
FDB47,OUT018,3604.8209659999975
FDC28,OUT010,295.9481000000002
FDD22,OUT046,1842.8611620000004
FDS07,OUT027,3970.4716680000006
DRI13,OUT045,3480.256444000001
FDG32,OUT018,3830.8467500000006
FDU14,OUT017,3956.7628460000033
FDD28,OUT019,123.752246
NCP41,OUT017,1636.6429280000004
FDS08,OUT049,2616.613974
FDX47,OUT045,1966.1273740000006
FDC53,OUT019,184.6995780000001
FDQ19,OUT035,3474.1710319999997
FDL14,OUT045,2468.526738000001
FDM33,OUT019,535.8424980000003
FDA51,OUT045,1984.7165100000002
FDZ27,OUT018,516.241346
FDT04,OUT046,575.0115119999998
DRC13,OUT049,2058.2075139999997
FDR16,OUT027,5478.715066
FDQ03,OUT027,6149.155692
FDE38,OUT035,2686.7426880000007
DRH23,OUT027,2001.1085059999998
FDT11,OUT019,622.5229999999997
FDD09,OUT035,2828.8776719999996
FDR40,OUT045,1572.825998
FDX07,OUT017,3062.3604160000014
FDR07,OUT035,2051.1100859999997
FDA51,OUT017,2028.0800640000004
FDT59,OUT019,614.9794860000001
FDF20,OUT017,3215.108252000001
FDR13,OUT045,1905.672734000001
FDY26,OUT049,5394.438101999999
FDW04,OUT017,1673.0089240000004
FDK52,OUT017,4632.4100279999975
FDN60,OUT049,3299.078948000001
FDM09,OUT019,403.54803799999996
FDP46,OUT049,1438.9535920000003
FDB50,OUT019,198.84117000000006
NCQ29,OUT049,3192.8372419999982
FDP16,OUT027,6746.052050000001
FDX33,OUT018,1939.4620840000007
FDP07,OUT010,615.991502
FDN22,OUT046,3866.120834
FDF39,OUT049,5614.298577999999
FDS21,OUT017,809.7060120000007
NCM42,OUT013,1697.95645
FDK50,OUT019,344.9909279999998
DRF13,OUT027,3830.334083999999
FDH35,OUT018,1549.1235179999996
FDP60,OUT018,1399.564864
DRJ49,OUT027,3164.294396000003
NCT42,OUT019,421.178422
FDE38,OUT049,2502.4425900000006
FDI04,OUT049,3797.084032
NCH54,OUT045,2661.029491999999
FDT56,OUT049,876.4191719999994
DRD15,OUT018,3140.811630000002
FDV58,OUT013,2621.580842000001
FDP21,OUT049,3760.318555999998
FDH05,OUT013,4155.051402
FDR10,OUT027,4781.349488000003
NCP06,OUT045,2210.9819820000002
FDF33,OUT049,1809.9906160000007
DRK37,OUT013,3994.8266319999984
DRH49,OUT045,1040.7053220000003
FDT58,OUT013,2237.920249999999
FDD41,OUT018,1530.4145380000002
FDP40,OUT018,1803.3525900000004
FDM51,OUT027,2696.636475999998
FDO45,OUT010,171.66987200000005
FDW33,OUT010,201.4178159999999
FDY24,OUT045,1005.89064
FDB10,OUT010,536.5682200000001
FDM40,OUT035,2056.696148
NCI06,OUT017,3459.4035879999988
FDW12,OUT019,308.2520840000001
FDX48,OUT027,4317.246940000001
NCW05,OUT027,2620.2825319999993
FDX27,OUT017,1278.6555839999992
DRM37,OUT045,3085.257278
FDA38,OUT045,3612.644116
FDR36,OUT046,706.4537480000004
FDZ45,OUT046,3559.1137959999987
FDG05,OUT017,2590.5412460000034
FDK28,OUT013,5348.617745999999
FDV47,OUT045,1606.8550360000002
FDN21,OUT045,2260.8171120000006
FDP20,OUT027,3168.8218360000014
FDI35,OUT045,3551.0975639999974
DRY23,OUT013,595.5913900000003
FDA56,OUT017,2161.346591999999
FDB09,OUT013,1743.0777159999998
NCO26,OUT027,2545.5464819999984
FDQ49,OUT018,2260.4575799999993
FDI52,OUT027,3231.080794000001
FDZ44,OUT027,2700.018739999999
FDZ09,OUT018,2399.6097799999993
FDY03,OUT049,1881.1246880000003
NCG42,OUT017,1918.842257999999
DRI13,OUT027,6174.316273999999
FDQ32,OUT013,2037.0217579999999
FDW16,OUT035,1605.1172980000006
FDU27,OUT046,894.4024300000002
FDR28,OUT010,396.78350999999975
FDQ49,OUT010,343.5860899999999
FDS37,OUT046,1990.4889959999994
FDW26,OUT018,3295.583497999999
FDX12,OUT018,3328.0545639999996
NCP06,OUT013,2489.1132740000003
FDW45,OUT010,342.47420400000004
NCN30,OUT049,1484.933740000001
FDN24,OUT049,871.7053080000002
NCL41,OUT027,950.5959500000006
FDR02,OUT019,304.67673799999983
FDD09,OUT010,374.11302
FDS33,OUT010,153.04744599999998
FDU22,OUT045,1964.1299740000002
FDI53,OUT013,2300.5520560000004
DRH01,OUT049,2612.272958000001
FDX32,OUT013,2186.3473819999995
NCP30,OUT018,470.07477400000033
FDB60,OUT045,2582.331932
FDB14,OUT049,1443.3412139999994
NCP02,OUT035,678.2704340000004
FDJ10,OUT017,2106.6577800000005
FDG34,OUT046,1766.740247999999
NCB18,OUT017,1342.4125920000008
FDM16,OUT049,1328.8968519999999
FDW25,OUT018,1306.0399379999994
FDB35,OUT010,173.34102999999996
DRN11,OUT013,2166.9126799999995
FDF41,OUT019,539.9038780000003
FDH16,OUT045,1442.6288079999995
NCQ50,OUT018,3287.4274479999985
DRH23,OUT018,775.9432940000002
DRJ37,OUT013,2170.235022
DRJ24,OUT027,4993.320234
FDY16,OUT035,3158.6883599999996
FDQ27,OUT045,1810.616468
FDZ33,OUT045,1685.1864060000007
FDF29,OUT045,1876.8902000000005
FDA08,OUT049,2466.8089740000023
FDG31,OUT046,957.2206600000002
FDE34,OUT019,406.98356599999994
NCR30,OUT027,2063.460676000001
FDV33,OUT035,4045.3209039999997
DRZ24,OUT018,1476.0253359999997
NCL54,OUT035,2786.2731300000014
FDR12,OUT049,2613.311606
NCC54,OUT046,4052.651361999998
DRN59,OUT013,804.8523299999996
FDX50,OUT019,240.95301999999995
FDV31,OUT027,5696.0321859999995
NCA29,OUT027,5234.013592
FDW60,OUT049,3189.461636000002
FDX08,OUT017,4296.8934340000005
DRD49,OUT013,3908.865194000002
FDD33,OUT046,3554.846018000002
FDW35,OUT013,859.94728
FDJ36,OUT017,1641.922722
FDV51,OUT035,3617.3380059999977
FDW36,OUT046,1682.7495780000013
FDH35,OUT046,2065.4647340000006
NCS30,OUT027,3032.3927580000004
FDN49,OUT017,599.845852
FDL08,OUT018,3055.3561999999993
FDI09,OUT013,3748.560528000002
FDP19,OUT018,1999.9233820000009
FDU21,OUT010,95.24268999999993
NCP41,OUT045,1489.3346779999995
FDY10,OUT013,2066.6232259999997
FDP12,OUT018,374.2328640000001
NCN26,OUT049,2055.817292
FDK44,OUT013,2644.151462000002
FDC28,OUT049,1636.6629019999991
FDJ41,OUT027,6545.379929999998
NCT29,OUT035,1704.0751519999997
NCH42,OUT019,368.7866200000001
FDU60,OUT018,2368.0508600000007
FDS02,OUT045,3255.761999999998
FDC51,OUT046,2339.920810000001
FDU03,OUT013,3089.6848479999985
FDX39,OUT045,3885.1027919999974
NCY05,OUT010,84.76965600000001
NCL06,OUT027,5471.650927999999
FDD32,OUT035,1378.9516960000008
NCN41,OUT045,1649.872374
NCX53,OUT049,2781.306262000001
FDU57,OUT019,364.3923400000003
FDQ23,OUT046,2016.6349620000008
FDQ52,OUT045,4728.644760000001
FDC14,OUT045,638.2625119999994
FDY09,OUT035,2846.4281600000004
FDQ28,OUT045,2361.9255
FDV25,OUT046,5400.783176
FDJ07,OUT035,1983.8509700000002
DRB25,OUT049,1692.4902319999997
FDK52,OUT019,611.4840360000003
FDY52,OUT027,1549.509682
FDB28,OUT046,3145.625364000001
FDT36,OUT035,639.2878439999997
FDV25,OUT017,4712.279396000001
NCN07,OUT027,3757.355746000003
FDC57,OUT017,3045.868550000001
FDQ03,OUT018,2671.422630000001
FDU23,OUT017,3460.92827
NCX41,OUT035,3292.3011039999997
NCD06,OUT035,773.0137739999997
FDW08,OUT045,1568.9643580000006
NCU29,OUT017,2791.486344
NCE06,OUT013,2185.308734
FDV52,OUT010,221.27863000000013
FDB02,OUT017,3036.6405620000023
NCR18,OUT045,665.8665799999997
FDK16,OUT049,1767.033200000001
NCQ29,OUT010,898.0044079999998
FDZ01,OUT019,161.9092440000001
FDW27,OUT035,2278.2011500000003
FDD17,OUT018,3335.365047999999
FDW39,OUT013,2195.235812000001
DRH59,OUT045,1041.8371820000002
FDS52,OUT013,1300.8666720000006
FDU40,OUT027,7046.753962000001
NCF54,OUT013,2346.0728019999997
FDH46,OUT045,1426.4898160000012
NCP14,OUT049,2074.0136059999986
FDH50,OUT049,3321.769411999998
DRF15,OUT010,419.96000799999985
FDV27,OUT027,2131.8117039999993
NCJ06,OUT049,1871.8500940000004
FDN02,OUT018,3768.474606000002
FDQ51,OUT049,900.1682580000002
FDQ07,OUT017,4222.303860000001
FDS45,OUT049,1912.9232960000006
NCJ06,OUT045,1802.560288
FDD36,OUT035,2079.6795639999996
FDY25,OUT045,2784.934871999998
FDU52,OUT046,2319.580619999999
DRK47,OUT017,3685.6624019999995
NCL30,OUT017,2005.6026559999998
FDN22,OUT035,3538.6204719999996
NCF30,OUT027,3252.273208000001
FDK03,OUT035,4475.247938000004
FDT45,OUT017,941.1149580000005
NCC54,OUT027,5528.936359999998
FDP08,OUT018,2880.470514000001
FDU44,OUT046,2960.1867480000014
DRG39,OUT035,804.9854899999996
FDU32,OUT049,2067.9082200000003
FDY27,OUT049,3060.9089719999993
NCP54,OUT013,1958.6770720000004
NCZ41,OUT049,1878.781071999999
DRL49,OUT013,2283.3144939999993
FDI05,OUT018,1274.1614340000003
FDY56,OUT045,4653.276200000002
DRC13,OUT013,1834.9581160000002
NCV29,OUT017,3828.9691940000002
FDR24,OUT049,1195.483848
FDZ34,OUT018,3392.996696
