Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDF11,OUT013,3945.4325672131163
DRI59,OUT049,4340.218358415841
NCG54,OUT035,2644.4778427083347
FDM44,OUT046,1573.0706258064515
FDT57,OUT018,3327.95258292683
FDV24,OUT046,2503.5013364485985
FDI50,OUT019,584.7577647727273
FDS09,OUT035,713.8586545454546
NCC31,OUT027,4117.317712631579
FDQ07,OUT019,584.7577647727273
FDC22,OUT017,3391.5912527272717
FDZ56,OUT046,2644.4778427083347
FDZ40,OUT019,165.91858165137614
FDS46,OUT027,3242.062071532848
DRD24,OUT045,1827.832845454546
FDV45,OUT017,2939.348476190476
FDL26,OUT045,3053.099877777779
FDA56,OUT018,1752.25244
FDN27,OUT046,1922.149381714286
FDM20,OUT049,4340.218358415841
FDO16,OUT017,1435.9121343750003
FDL03,OUT035,3130.004904950494
FDE58,OUT046,1922.149381714286
FDI02,OUT027,3242.062071532848
NCC55,OUT019,92.67548155339803
FDR03,OUT018,3327.95258292683
FDB14,OUT017,1284.7897668711653
FDR45,OUT013,3945.4325672131163
NCN07,OUT017,2243.669596721312
FDM51,OUT019,219.21852093023244
FDT52,OUT027,6280.89088
FDL26,OUT046,3053.099877777779
NCZ42,OUT046,3945.4325672131163
DRI47,OUT019,346.89728372093043
FDW40,OUT013,2309.2007980000003
FDN34,OUT046,3053.099877777779
FDS01,OUT035,2778.5893175257743
NCG55,OUT045,1827.832845454546
FDC11,OUT035,1284.7897668711653
FDX35,OUT018,3327.95258292683
NCB06,OUT046,2644.4778427083347
FDR09,OUT019,584.7577647727273
FDC53,OUT017,1573.0706258064515
FDY45,OUT013,4433.304032653062
FDA22,OUT010,425.93559145299156
FDE02,OUT035,1573.0706258064515
FDW21,OUT045,1461.8437959999997
FDV34,OUT046,1103.1862133333336
FDS59,OUT049,1879.2570116129027
NCW17,OUT017,2243.669596721312
NCK54,OUT046,1922.149381714286
FDG17,OUT019,584.7577647727273
FDG35,OUT017,3259.562084905661
FDD08,OUT010,92.67548155339803
NCO07,OUT017,3643.51972598425
FDJ10,OUT010,281.48208181818165
FDW36,OUT017,1573.0706258064515
FDW21,OUT010,219.21852093023244
FDY19,OUT017,1922.149381714286
DRE03,OUT013,798.217603539823
NCC55,OUT049,677.1027476190475
FDH52,OUT010,165.91858165137614
FDO09,OUT017,4034.3003068965486
FDU43,OUT045,4340.218358415841
FDX09,OUT010,425.93559145299156
FDH40,OUT019,219.21852093023244
FDW58,OUT017,1573.0706258064515
FDC47,OUT017,3737.2957751824797
NCR41,OUT035,1461.8437959999997
DRG49,OUT035,3737.2957751824797
FDC52,OUT027,4117.317712631579
FDY13,OUT046,1103.1862133333336
FDY35,OUT013,507.0464036697249
FDI35,OUT017,3384.1080642424226
NCU18,OUT049,2309.2007980000003
FDY33,OUT018,2232.84702184874
FDC15,OUT027,4117.317712631579
FDU01,OUT049,2752.970934653465
NCU42,OUT046,2649.110232432432
NCV29,OUT018,3259.562084905661
NCY30,OUT017,3384.1080642424226
FDQ46,OUT049,1649.299786000001
FDG58,OUT027,4117.317712631579
FDK33,OUT017,3643.51972598425
NCD07,OUT045,1827.832845454546
NCX29,OUT027,4117.317712631579
NCT42,OUT013,2649.110232432432
DRN59,OUT035,798.217603539823
FDI44,OUT035,1284.7897668711653
FDA45,OUT049,2552.0052351851864
FDP31,OUT045,1103.1862133333336
FDY01,OUT046,1922.149381714286
FDT09,OUT018,1752.25244
DRH03,OUT027,2517.882088484848
FDA36,OUT018,2752.970934653465
NCF31,OUT017,2286.4132673684203
FDG14,OUT049,2286.4132673684203
FDG28,OUT027,6280.89088
FDU14,OUT049,4433.304032653062
FDY47,OUT019,281.48208181818165
FDI56,OUT049,1458.4550080536912
DRD01,OUT013,796.6402682539683
FDM22,OUT046,935.0323883040938
FDH33,OUT013,507.0464036697249
DRZ24,OUT013,1922.149381714286
NCQ38,OUT046,1682.2122382352936
FDO16,OUT027,2517.882088484848
FDU07,OUT027,4117.317712631579
NCB07,OUT013,2893.83982589928
FDU48,OUT045,1827.832845454546
NCM43,OUT045,2644.4778427083347
FDR31,OUT010,346.89728372093043
DRK49,OUT018,507.0464036697249
NCI30,OUT010,584.7577647727273
DRD60,OUT017,3384.1080642424226
NCG19,OUT046,3454.0625591549287
FDH12,OUT035,1573.0706258064515
FDM32,OUT035,1284.7897668711653
FDM27,OUT035,3053.099877777779
NCU53,OUT027,4117.317712631579
NCQ18,OUT046,1879.2570116129027
FDS10,OUT013,2552.0052351851864
FDB33,OUT027,4117.317712631579
FDI12,OUT013,1435.9121343750003
NCW42,OUT013,4340.218358415841
NCC06,OUT018,1752.25244
FDW02,OUT017,1987.2510486486476
NCD43,OUT017,1682.2122382352936
FDM57,OUT018,1202.6567333333332
FDA58,OUT017,3737.2957751824797
FDK56,OUT046,3384.1080642424226
FDP52,OUT045,4340.218358415841
FDW20,OUT018,1752.25244
FDS52,OUT049,1573.0706258064515
NCT29,OUT018,1752.25244
NCL54,OUT013,2552.0052351851864
FDC05,OUT045,3130.004904950494
FDF34,OUT035,2752.970934653465
FDP03,OUT027,3242.062071532848
FDD32,OUT010,219.21852093023244
FDZ10,OUT045,1827.832845454546
FDZ40,OUT035,935.0323883040938
FDD51,OUT018,507.0464036697249
NCY30,OUT019,425.93559145299156
FDP58,OUT017,3737.2957751824797
FDV49,OUT017,4433.304032653062
FDY24,OUT019,165.91858165137614
NCO55,OUT017,1879.2570116129027
FDR13,OUT017,1922.149381714286
FDS51,OUT017,935.0323883040938
FDP26,OUT045,1461.8437959999997
NCB54,OUT027,3242.062071532848
FDF32,OUT017,3130.004904950494
FDN31,OUT018,2893.83982589928
DRM48,OUT017,583.8145788617884
FDN20,OUT049,2453.747700699301
DRL01,OUT046,3454.0625591549287
FDV56,OUT049,1682.2122382352936
DRH13,OUT027,2517.882088484848
FDA03,OUT017,2453.747700699301
FDF47,OUT027,5329.314724444443
FDX32,OUT046,3053.099877777779
FDX57,OUT049,1879.2570116129027
NCA30,OUT045,2939.348476190476
FDO49,OUT013,713.8586545454546
FDL04,OUT019,219.21852093023244
DRM48,OUT035,583.8145788617884
FDR16,OUT013,3454.0625591549287
NCC19,OUT018,2893.83982589928
NCE42,OUT045,3945.4325672131163
FDY24,OUT017,935.0323883040938
FDH19,OUT049,2778.5893175257743
FDJ46,OUT013,2552.0052351851864
FDN45,OUT010,584.7577647727273
FDY08,OUT035,2142.743570940171
FDZ37,OUT035,1435.9121343750003
NCT30,OUT045,798.217603539823
DRY23,OUT018,507.0464036697249
NCZ30,OUT018,1752.25244
FDC44,OUT018,1752.25244
FDB45,OUT035,1573.0706258064515
FDY04,OUT013,2644.4778427083347
FDM27,OUT046,3053.099877777779
FDZ43,OUT017,4340.218358415841
FDT39,OUT019,346.89728372093043
NCC06,OUT019,281.48208181818165
FDL15,OUT027,4117.317712631579
FDL57,OUT017,4034.3003068965486
FDU08,OUT046,1573.0706258064515
FDK40,OUT017,4433.304032653062
FDQ12,OUT010,584.7577647727273
FDS48,OUT017,3053.099877777779
FDP09,OUT045,3643.51972598425
FDW21,OUT049,1461.8437959999997
FDY25,OUT035,3384.1080642424226
DRE13,OUT017,1458.4550080536912
FDV43,OUT019,92.67548155339803
FDD22,OUT045,1649.299786000001
FDM46,OUT019,219.21852093023244
NCO30,OUT010,482.6995426229506
FDM25,OUT046,2778.5893175257743
NCN41,OUT049,1987.2510486486476
FDU24,OUT045,1435.9121343750003
FDZ50,OUT046,3384.1080642424226
FDP45,OUT013,4034.3003068965486
NCM54,OUT045,1827.832845454546
FDW10,OUT019,425.93559145299156
FDP20,OUT017,1987.2510486486476
FDK32,OUT046,3053.099877777779
FDN52,OUT049,1202.6567333333332
FDM58,OUT045,1879.2570116129027
FDZ46,OUT027,3242.062071532848
NCA18,OUT018,1752.25244
FDD35,OUT046,2243.669596721312
NCK31,OUT035,713.8586545454546
FDI40,OUT027,2517.882088484848
FDT50,OUT019,219.21852093023244
NCT06,OUT046,3053.099877777779
FDT31,OUT035,2752.970934653465
FDT45,OUT049,796.6402682539683
FDT13,OUT045,2939.348476190476
FDO50,OUT045,1284.7897668711653
NCU18,OUT010,281.48208181818165
NCR54,OUT049,3130.004904950494
NCO18,OUT018,2778.5893175257743
FDU09,OUT045,935.0323883040938
FDT13,OUT018,2893.83982589928
FDE09,OUT046,1649.299786000001
NCK53,OUT019,219.21852093023244
FDG45,OUT049,3454.0625591549287
DRH15,OUT035,677.1027476190475
FDO21,OUT019,584.7577647727273
FDD14,OUT027,5329.314724444443
FDC09,OUT046,1682.2122382352936
FDH45,OUT027,1378.2631852760742
FDV32,OUT046,1103.1862133333336
FDG12,OUT035,2243.669596721312
FDS32,OUT013,2309.2007980000003
NCL55,OUT018,3327.95258292683
DRE01,OUT035,3737.2957751824797
DRE15,OUT049,1202.6567333333332
NCL42,OUT045,4340.218358415841
FDP31,OUT013,1103.1862133333336
FDN33,OUT018,1202.6567333333332
FDZ59,OUT046,2503.5013364485985
FDE45,OUT010,425.93559145299156
FDJ07,OUT013,1922.149381714286
FDQ45,OUT018,2752.970934653465
FDM33,OUT027,5329.314724444443
FDO15,OUT010,165.91858165137614
FDM46,OUT013,1458.4550080536912
FDR03,OUT045,3945.4325672131163
FDY49,OUT018,2232.84702184874
FDQ60,OUT045,1827.832845454546
FDW10,OUT049,3259.562084905661
FDO51,OUT049,677.1027476190475
FDJ40,OUT018,1372.6884907407405
FDS20,OUT018,3384.1080642424226
FDU45,OUT013,1922.149381714286
FDV02,OUT035,2644.4778427083347
FDN09,OUT046,3945.4325672131163
NCM55,OUT027,5329.314724444443
FDN23,OUT018,2232.84702184874
FDY31,OUT010,346.89728372093043
FDW03,OUT010,219.21852093023244
FDD14,OUT046,3384.1080642424226
FDV23,OUT017,2142.743570940171
DRI03,OUT045,2552.0052351851864
FDN13,OUT035,1573.0706258064515
FDF45,OUT027,1378.2631852760742
FDU46,OUT035,1435.9121343750003
FDB57,OUT049,3643.51972598425
FDV12,OUT049,1879.2570116129027
FDQ58,OUT013,2649.110232432432
NCA18,OUT017,1922.149381714286
FDH52,OUT049,796.6402682539683
FDM24,OUT018,2232.84702184874
NCP43,OUT027,5329.314724444443
NCO18,OUT019,425.93559145299156
FDM32,OUT017,1284.7897668711653
NCL07,OUT017,583.8145788617884
FDK03,OUT013,4034.3003068965486
FDP59,OUT017,1879.2570116129027
FDQ24,OUT049,4433.304032653062
FDQ16,OUT018,1372.6884907407405
FDU44,OUT013,2644.4778427083347
FDH28,OUT010,92.67548155339803
FDV28,OUT019,92.67548155339803
FDM22,OUT045,935.0323883040938
FDR56,OUT046,3130.004904950494
FDV39,OUT049,2752.970934653465
FDU37,OUT019,165.91858165137614
FDQ11,OUT010,584.7577647727273
FDX02,OUT045,4340.218358415841
NCS42,OUT018,1202.6567333333332
FDY57,OUT027,2517.882088484848
FDB21,OUT049,3454.0625591549287
FDE28,OUT017,3737.2957751824797
FDQ55,OUT017,1922.149381714286
FDA48,OUT049,3454.0625591549287
FDZ19,OUT045,2778.5893175257743
NCC43,OUT045,4034.3003068965486
NCV18,OUT046,1458.4550080536912
NCA42,OUT018,2232.84702184874
FDY45,OUT046,4433.304032653062
NCC30,OUT045,2778.5893175257743
FDM57,OUT013,1458.4550080536912
FDL09,OUT010,425.93559145299156
FDB09,OUT027,3242.062071532848
FDT44,OUT035,2142.743570940171
NCT06,OUT027,4117.317712631579
FDX26,OUT049,3384.1080642424226
FDK32,OUT013,3053.099877777779
DRA12,OUT046,2309.2007980000003
FDO46,OUT010,482.6995426229506
FDE52,OUT013,1435.9121343750003
NCH42,OUT045,3643.51972598425
FDV08,OUT035,677.1027476190475
FDB47,OUT018,3327.95258292683
FDC28,OUT010,281.48208181818165
FDD22,OUT046,1922.149381714286
FDS07,OUT027,3242.062071532848
DRI13,OUT045,3945.4325672131163
FDG32,OUT018,3327.95258292683
FDU14,OUT017,4433.304032653062
FDD28,OUT019,165.91858165137614
NCP41,OUT017,1682.2122382352936
FDS08,OUT049,2778.5893175257743
FDX47,OUT045,2286.4132673684203
FDC53,OUT019,219.21852093023244
FDQ19,OUT035,3945.4325672131163
FDL14,OUT045,2286.4132673684203
FDM33,OUT019,584.7577647727273
FDA51,OUT045,1827.832845454546
FDZ27,OUT018,713.8586545454546
FDT04,OUT046,677.1027476190475
DRC13,OUT049,2243.669596721312
FDR16,OUT027,5329.314724444443
FDQ03,OUT027,6280.89088
FDE38,OUT035,2286.4132673684203
DRH23,OUT027,1378.2631852760742
FDT11,OUT019,482.6995426229506
FDD09,OUT035,2552.0052351851864
FDR40,OUT045,1435.9121343750003
FDX07,OUT017,3384.1080642424226
FDR07,OUT035,1573.0706258064515
FDA51,OUT017,1922.149381714286
FDT59,OUT019,584.7577647727273
FDF20,OUT017,3130.004904950494
FDR13,OUT045,1827.832845454546
FDY26,OUT049,3945.4325672131163
FDW04,OUT017,1987.2510486486476
FDK52,OUT017,3737.2957751824797
FDN60,OUT049,2644.4778427083347
FDM09,OUT019,425.93559145299156
FDP46,OUT049,1202.6567333333332
FDB50,OUT019,165.91858165137614
NCQ29,OUT049,4034.3003068965486
FDP16,OUT027,6280.89088
FDX33,OUT018,2232.84702184874
FDP07,OUT010,482.6995426229506
FDN22,OUT046,4034.3003068965486
FDF39,OUT049,4034.3003068965486
FDS21,OUT017,935.0323883040938
NCM42,OUT013,1682.2122382352936
FDK50,OUT019,425.93559145299156
DRF13,OUT027,4117.317712631579
FDH35,OUT018,2232.84702184874
FDP60,OUT018,1372.6884907407405
DRJ49,OUT027,3242.062071532848
NCT42,OUT019,346.89728372093043
FDE38,OUT049,2286.4132673684203
FDI04,OUT049,3130.004904950494
NCH54,OUT045,2644.4778427083347
FDT56,OUT049,796.6402682539683
DRD15,OUT018,3327.95258292683
FDV58,OUT013,2893.83982589928
FDP21,OUT049,3391.5912527272717
FDH05,OUT013,3454.0625591549287
FDR10,OUT027,4117.317712631579
NCP06,OUT045,2453.747700699301
FDF33,OUT049,1649.299786000001
DRK37,OUT013,2893.83982589928
DRH49,OUT045,1284.7897668711653
FDT58,OUT013,2286.4132673684203
FDD41,OUT018,1372.6884907407405
FDP40,OUT018,1372.6884907407405
FDM51,OUT027,2517.882088484848
FDO45,OUT010,219.21852093023244
FDW33,OUT010,219.21852093023244
FDY24,OUT045,935.0323883040938
FDB10,OUT010,584.7577647727273
FDM40,OUT035,2309.2007980000003
NCI06,OUT017,3384.1080642424226
FDW12,OUT019,346.89728372093043
FDX48,OUT027,4117.317712631579
NCW05,OUT027,2517.882088484848
FDX27,OUT017,1461.8437959999997
DRM37,OUT045,3130.004904950494
FDA38,OUT045,3643.51972598425
FDR36,OUT046,677.1027476190475
FDZ45,OUT046,3130.004904950494
FDG05,OUT017,2286.4132673684203
FDK28,OUT013,4433.304032653062
FDV47,OUT045,1284.7897668711653
FDN21,OUT045,2453.747700699301
FDP20,OUT027,3242.062071532848
FDI35,OUT045,3384.1080642424226
DRY23,OUT013,507.0464036697249
FDA56,OUT017,2243.669596721312
FDB09,OUT013,1987.2510486486476
NCO26,OUT027,3242.062071532848
FDQ49,OUT018,2232.84702184874
FDI52,OUT027,3242.062071532848
FDZ44,OUT027,3242.062071532848
FDZ09,OUT018,2232.84702184874
FDY03,OUT049,1922.149381714286
NCG42,OUT017,1987.2510486486476
DRI13,OUT027,5329.314724444443
FDQ32,OUT013,1987.2510486486476
FDW16,OUT035,1458.4550080536912
FDU27,OUT046,798.217603539823
FDR28,OUT010,425.93559145299156
FDQ49,OUT010,346.89728372093043
FDS37,OUT046,1922.149381714286
FDW26,OUT018,3327.95258292683
FDX12,OUT018,3327.95258292683
NCP06,OUT013,2453.747700699301
FDW45,OUT010,346.89728372093043
NCN30,OUT049,1682.2122382352936
FDN24,OUT049,796.6402682539683
NCL41,OUT027,1378.2631852760742
FDR02,OUT019,281.48208181818165
FDD09,OUT010,425.93559145299156
FDS33,OUT010,219.21852093023244
FDU22,OUT045,1827.832845454546
FDI53,OUT013,2503.5013364485985
DRH01,OUT049,2778.5893175257743
FDX32,OUT013,2309.2007980000003
NCP30,OUT018,507.0464036697249
FDB60,OUT045,3391.5912527272717
FDB14,OUT049,1202.6567333333332
NCP02,OUT035,935.0323883040938
FDJ10,OUT017,2309.2007980000003
FDG34,OUT046,1682.2122382352936
NCB18,OUT017,1458.4550080536912
FDM16,OUT049,1103.1862133333336
FDW25,OUT018,1202.6567333333332
FDB35,OUT010,219.21852093023244
DRN11,OUT013,2309.2007980000003
FDF41,OUT019,584.7577647727273
FDH16,OUT045,1435.9121343750003
NCQ50,OUT018,3327.95258292683
DRH23,OUT018,796.6402682539683
DRJ37,OUT013,2286.4132673684203
DRJ24,OUT027,5329.314724444443
FDY16,OUT035,3384.1080642424226
FDQ27,OUT045,1879.2570116129027
FDZ33,OUT045,2503.5013364485985
FDF29,OUT045,1827.832845454546
FDA08,OUT049,2286.4132673684203
FDG31,OUT046,1103.1862133333336
FDE34,OUT019,482.6995426229506
NCR30,OUT027,1378.2631852760742
FDV33,OUT035,4034.3003068965486
DRZ24,OUT018,1752.25244
NCL54,OUT035,2552.0052351851864
FDR12,OUT049,2778.5893175257743
NCC54,OUT046,3454.0625591549287
DRN59,OUT013,798.217603539823
FDX50,OUT019,281.48208181818165
FDV31,OUT027,5329.314724444443
NCA29,OUT027,4117.317712631579
FDW60,OUT049,3259.562084905661
FDX08,OUT017,3384.1080642424226
DRD49,OUT013,3454.0625591549287
FDD33,OUT046,3454.0625591549287
FDW35,OUT013,507.0464036697249
FDJ36,OUT017,1879.2570116129027
FDV51,OUT035,2644.4778427083347
FDW36,OUT046,1649.299786000001
FDH35,OUT046,2453.747700699301
NCS30,OUT027,3242.062071532848
FDN49,OUT017,677.1027476190475
FDL08,OUT018,3327.95258292683
FDI09,OUT013,3454.0625591549287
FDP19,OUT018,1752.25244
FDU21,OUT010,92.67548155339803
NCP41,OUT045,1682.2122382352936
FDY10,OUT013,1922.149381714286
FDP12,OUT018,507.0464036697249
NCN26,OUT049,1922.149381714286
FDK44,OUT013,3259.562084905661
FDC28,OUT049,1461.8437959999997
FDJ41,OUT027,6280.89088
NCT29,OUT035,1987.2510486486476
NCH42,OUT019,584.7577647727273
FDU60,OUT018,2232.84702184874
FDS02,OUT045,3391.5912527272717
FDC51,OUT046,2243.669596721312
FDU03,OUT013,3384.1080642424226
FDX39,OUT045,4340.218358415841
NCY05,OUT010,92.67548155339803
NCL06,OUT027,6280.89088
FDD32,OUT035,1284.7897668711653
NCN41,OUT045,1827.832845454546
NCX53,OUT049,2309.2007980000003
FDU57,OUT019,346.89728372093043
FDQ23,OUT046,1573.0706258064515
FDQ52,OUT045,4433.304032653062
FDC14,OUT045,677.1027476190475
FDY09,OUT035,2778.5893175257743
FDQ28,OUT045,2644.4778427083347
FDV25,OUT046,4340.218358415841
FDJ07,OUT035,1922.149381714286
DRB25,OUT049,1573.0706258064515
FDK52,OUT019,584.7577647727273
FDY52,OUT027,1378.2631852760742
FDB28,OUT046,3391.5912527272717
FDT36,OUT035,583.8145788617884
FDV25,OUT017,4340.218358415841
NCN07,OUT027,3242.062071532848
FDC57,OUT017,2939.348476190476
FDQ03,OUT018,3327.95258292683
FDU23,OUT017,3053.099877777779
NCX41,OUT035,3945.4325672131163
NCD06,OUT035,798.217603539823
FDW08,OUT045,1461.8437959999997
NCU29,OUT017,2649.110232432432
NCE06,OUT013,2503.5013364485985
FDV52,OUT010,281.48208181818165
FDB02,OUT017,3259.562084905661
NCR18,OUT045,677.1027476190475
FDK16,OUT049,1573.0706258064515
NCQ29,OUT010,584.7577647727273
FDZ01,OUT019,219.21852093023244
FDW27,OUT035,2503.5013364485985
FDD17,OUT018,3327.95258292683
FDW39,OUT013,2552.0052351851864
DRH59,OUT045,1103.1862133333336
FDS52,OUT013,1573.0706258064515
FDU40,OUT027,5329.314724444443
NCF54,OUT013,2778.5893175257743
FDH46,OUT045,1682.2122382352936
NCP14,OUT049,1879.2570116129027
FDH50,OUT049,3384.1080642424226
DRF15,OUT010,346.89728372093043
FDV27,OUT027,2517.882088484848
NCJ06,OUT049,2243.669596721312
FDN02,OUT018,3327.95258292683
FDQ51,OUT049,798.217603539823
FDQ07,OUT017,3737.2957751824797
FDS45,OUT049,1682.2122382352936
NCJ06,OUT045,1827.832845454546
FDD36,OUT035,1922.149381714286
FDY25,OUT045,3384.1080642424226
FDU52,OUT046,2286.4132673684203
DRK47,OUT017,3737.2957751824797
NCL30,OUT017,1987.2510486486476
FDN22,OUT035,4034.3003068965486
NCF30,OUT027,3242.062071532848
FDK03,OUT035,4034.3003068965486
FDT45,OUT017,935.0323883040938
NCC54,OUT027,6280.89088
FDP08,OUT018,2893.83982589928
FDU44,OUT046,2644.4778427083347
DRG39,OUT035,935.0323883040938
FDU32,OUT049,2243.669596721312
FDY27,OUT049,3259.562084905661
NCP54,OUT013,2243.669596721312
